candidate_id,session_date,calendar_dte,target_credit,category,observed_fresh_seconds,expected_regular_seconds,coverage_fraction,first_target_ns,max_before_observed_target,reason
1540,2024-01-02,2,6.0,censored/insufficient coverage,74.53107609799994,70200,0.0010616962407122498,1704379499851070772,10.0,missing entry or incomplete path
1541,2024-01-02,2,7.0,censored/insufficient coverage,70.53851564599985,70200,0.001004822160199428,1704379499851701779,10.0,missing entry or incomplete path
1542,2024-01-02,3,5.0,censored/insufficient coverage,119.40480013899993,93600,0.0012756923091773497,,10.0,missing entry or incomplete path
1543,2024-01-02,3,6.0,censored/insufficient coverage,111.99056615599982,93600,0.0011964804076495708,,10.0,missing entry or incomplete path
1544,2024-01-02,3,7.0,censored/insufficient coverage,107.78953071600014,93600,0.0011515975503846169,,10.0,missing entry or incomplete path
1569,2024-01-19,3,5.0,censored/insufficient coverage,53.163300088,46800,0.0011359679505982905,1705933815614762830,0.07500000000000001,missing entry or incomplete path
1570,2024-01-19,3,6.0,censored/insufficient coverage,50.70068663299998,46800,0.0010833480049786321,1705933815614759147,0.1499999999999999,missing entry or incomplete path
1571,2024-01-19,3,7.0,censored/insufficient coverage,65.44156953199997,46800,0.0013983241352991448,1705933815694574963,0.2749999999999999,missing entry or incomplete path
1602,2024-01-31,2,5.0,censored/insufficient coverage,128.56235933100004,70200,0.0018313726400427356,1706797825715510649,6.699999999999989,missing entry or incomplete path
1603,2024-01-31,2,6.0,censored/insufficient coverage,131.08512263799977,70200,0.001867309439287746,1706884216725296762,9.049999999999997,missing entry or incomplete path
1604,2024-01-31,2,7.0,censored/insufficient coverage,109.72434297000002,70200,0.001563024828632479,,10.0,missing entry or incomplete path
1605,2024-02-02,3,5.0,censored/insufficient coverage,54.848142731,46800,0.0011719688617735043,1707143415480595408,0.6499999999999999,missing entry or incomplete path
1606,2024-02-02,3,6.0,censored/insufficient coverage,56.89707521999981,46800,0.0012157494705128166,1707143415560752881,1.1,missing entry or incomplete path
1607,2024-02-02,3,7.0,censored/insufficient coverage,57.58831830000001,46800,0.0012305196217948721,1707143415560768234,2.5,missing entry or incomplete path
1632,2024-02-13,2,5.0,censored/insufficient coverage,87.09286443299997,70200,0.0012406390944871791,1707921015426538336,1.75,missing entry or incomplete path
1633,2024-02-13,2,6.0,censored/insufficient coverage,109.02859586000017,70200,0.0015531139011396035,1707921015396837838,2.75,missing entry or incomplete path
1634,2024-02-13,2,7.0,censored/insufficient coverage,105.39729924699988,70200,0.0015013860291595424,,10.0,missing entry or incomplete path
1659,2024-02-28,2,5.0,censored/insufficient coverage,126.24593781399976,70200,0.001798375182535609,1709217015354592045,2.799999999999997,missing entry or incomplete path
1660,2024-02-28,2,6.0,censored/insufficient coverage,11566.844246310864,70200,0.1647698610585593,1709217021349573582,8.050000000000004,missing entry or incomplete path
1661,2024-02-28,2,7.0,censored/insufficient coverage,14095.021540198266,70200,0.20078378262390692,1709217017878336885,8.450000000000003,missing entry or incomplete path
1662,2024-03-01,3,5.0,censored/insufficient coverage,63.35006412700001,46800,0.0013536338488675216,1709562615404453949,0.3500000000000003,missing entry or incomplete path
1663,2024-03-01,3,6.0,censored/insufficient coverage,71.08172675600007,46800,0.0015188403152991466,1709562615533816918,0.8500000000000001,missing entry or incomplete path
1664,2024-03-01,3,7.0,censored/insufficient coverage,77.88637284000013,46800,0.0016642387358974389,1709562615553838954,1.5499999999999998,missing entry or incomplete path
1689,2024-03-12,2,5.0,censored/insufficient coverage,18574.59961252805,70200,0.26459543607589814,1710336616218768335,5.149999999999999,missing entry or incomplete path
1690,2024-03-12,2,6.0,censored/insufficient coverage,118.69849854300013,70200,0.0016908618026068394,1710336616616732447,5.600000000000001,missing entry or incomplete path
1691,2024-03-12,2,7.0,censored/insufficient coverage,118.31113895000003,70200,0.00168534385968661,1710336616219215333,6.0,missing entry or incomplete path
1719,2024-03-26,2,5.0,censored/insufficient coverage,121.50885530100005,70200,0.0017308953746581204,1711546234705442532,6.599999999999994,missing entry or incomplete path
1720,2024-03-26,2,6.0,censored/insufficient coverage,98.90967546900016,70200,0.0014089697360256434,,10.0,missing entry or incomplete path
1721,2024-03-26,2,7.0,censored/insufficient coverage,105.11138637500011,70200,0.0014973131962250728,,10.0,missing entry or incomplete path
1722,2024-04-01,2,5.0,censored/insufficient coverage,92.29247454800038,70200,0.00131470761464388,,10.0,missing entry or incomplete path
1723,2024-04-01,2,6.0,censored/insufficient coverage,116.1423040690001,70200,0.0016544487759116823,,10.0,missing entry or incomplete path
1724,2024-04-01,2,7.0,censored/insufficient coverage,77.05050735200003,70200,0.0010975855748148152,,10.0,missing entry or incomplete path
1725,2024-04-01,3,5.0,censored/insufficient coverage,20830.963592637334,93600,0.22255302983586894,1712237421598013644,10.0,missing entry or incomplete path
1726,2024-04-01,3,6.0,censored/insufficient coverage,136.97686950700023,93600,0.0014634280930235068,1712237432935452825,10.0,missing entry or incomplete path
1727,2024-04-01,3,7.0,censored/insufficient coverage,135.24570850600008,93600,0.0014449327831837617,,10.0,missing entry or incomplete path
1758,2024-04-15,2,5.0,censored/insufficient coverage,72.40286039499995,70200,0.001031379777706552,,10.0,missing entry or incomplete path
1759,2024-04-15,2,6.0,censored/insufficient coverage,59.574070767000045,70200,0.0008486334867094024,,10.0,missing entry or incomplete path
1760,2024-04-15,2,7.0,censored/insufficient coverage,48.60886603399999,70200,0.000692433989088319,,10.0,missing entry or incomplete path
1761,2024-04-15,3,5.0,censored/insufficient coverage,120.81398374000005,93600,0.001290747689529915,,10.0,missing entry or incomplete path
1762,2024-04-15,3,6.0,censored/insufficient coverage,110.17726709699994,93600,0.0011771075544551276,,10.0,missing entry or incomplete path
1763,2024-04-15,3,7.0,censored/insufficient coverage,103.53937979699977,93600,0.0011061899550961513,,10.0,missing entry or incomplete path
1794,2024-04-30,2,5.0,censored/insufficient coverage,103.67817978800018,70200,0.0014768971479772106,,10.0,missing entry or incomplete path
1795,2024-04-30,2,6.0,censored/insufficient coverage,83.32217886000008,70200,0.0011869256247863259,,10.0,missing entry or incomplete path
1796,2024-04-30,2,7.0,censored/insufficient coverage,62.605119680999955,70200,0.0008918108216666661,,10.0,missing entry or incomplete path
1797,2024-04-30,3,5.0,censored/insufficient coverage,143.66073680000008,93600,0.0015348369316239324,1714743015995803484,9.949999999999989,missing entry or incomplete path
1798,2024-04-30,3,6.0,censored/insufficient coverage,21896.805690099365,93600,0.23394023173183082,1714743017855900245,9.999999999999972,missing entry or incomplete path
1799,2024-04-30,3,7.0,censored/insufficient coverage,142.51660642900012,93600,0.0015226133165491466,,10.0,missing entry or incomplete path
1800,2024-05-01,2,5.0,censored/insufficient coverage,91.87570877899999,70200,0.0013087707803276353,1714656615785080634,4.0,missing entry or incomplete path
1801,2024-05-01,2,6.0,censored/insufficient coverage,100.395210688,70200,0.0014301312063817666,1714656616521479912,7.0,missing entry or incomplete path
1802,2024-05-01,2,7.0,censored/insufficient coverage,108.72627013300001,70200,0.001548807266851852,1714743015995788088,9.199999999999989,missing entry or incomplete path
1830,2024-05-14,2,5.0,censored/insufficient coverage,82.447240806,70200,0.0011744621197435896,1715779815772877082,2.599999999999998,missing entry or incomplete path
1831,2024-05-14,2,6.0,censored/insufficient coverage,99.61325575499998,70200,0.001418992247222222,1715779815787106727,3.1000000000000014,missing entry or incomplete path
1832,2024-05-14,2,7.0,censored/insufficient coverage,116.74039454399981,70200,0.0016629685832478605,1715866215565602010,6.949999999999996,missing entry or incomplete path
1860,2024-05-31,3,5.0,censored/insufficient coverage,49.86444446600003,46800,0.0010654795826068382,1717421417803600565,1.5,missing entry or incomplete path
1861,2024-05-31,3,6.0,censored/insufficient coverage,51.82817295200002,46800,0.0011074395929914535,1717421445559279124,8.75,missing entry or incomplete path
1862,2024-05-31,3,7.0,censored/insufficient coverage,17984.64291230324,46800,0.3842872417158812,1717421470102284896,8.95,missing entry or incomplete path
1863,2024-06-03,2,5.0,censored/insufficient coverage,119.38103479400002,70200,0.0017005845412250715,1717594215884619889,9.100000000000009,missing entry or incomplete path
