candidate_id,session_date,calendar_dte,target_credit,resting_activation_ns,minute_touches,minute_touches_any_fresh_events,strong fill evidence,plausible fill evidence,ambiguous,unlikely fill,conditional_strong fill evidence,conditional_plausible fill evidence,conditional_ambiguous,conditional_unlikely fill,events,valid_events,fresh_seconds,stale_events,unmatched_events,invalid_events,locked_events,trade_events,first_mid,last_mid,median_mid,median_width,updates_per_second,bid_min,bid_max,ask_min,ask_max,bid_target_seconds,bid_target_crossings,mid_target_seconds,mid_target_crossings,ask_target_seconds,ask_target_crossings
1008,2023-05-01,2,5.0,,0,0,0,0,0,0,0,0,0,0,484,454,71.75575835500003,30,0,2,0,0,6.0,7.25,7.050000000000004,25.399999999999977,0.0024676251656979707,-10.899999999999991,-3.5999999999999943,14.199999999999989,24.700000000000017,71.75575835500003,0,0,0,0,0
1009,2023-05-01,2,6.0,,0,0,0,0,0,0,0,0,0,0,508,481,69.06078613400004,27,0,2,0,0,6.399999999999999,8.449999999999989,8.299999999999997,27.099999999999994,0.002589986744162333,-13.599999999999994,-2.3000000000000114,17.799999999999983,26.39999999999999,69.06078613400004,0,0,0,0,0
1010,2023-05-01,2,7.0,,0,0,0,0,0,0,0,0,0,0,441,387,55.370799604999945,43,0,14,0,0,7.400000000000006,8.849999999999994,8.849999999999994,30.200000000000017,0.0022483940042826553,-12.599999999999994,-3.3000000000000114,20.200000000000017,27.49999999999997,55.370799604999945,0,0,0,0,0
1011,2023-05-01,3,5.0,,0,0,0,0,0,0,0,0,0,0,778,658,98.82798187300004,47,0,77,0,0,5.0,9.749999999999986,6.8500000000000085,25.650000000000006,0.0027535924116939194,-15.0,-2.200000000000017,14.5,29.80000000000001,98.82798187300004,0,0,0,0,0
1012,2023-05-01,3,6.0,,0,0,0,0,0,0,0,0,0,0,815,627,81.44546125599999,66,0,138,0,0,7.0,10.0,8.549999999999997,30.0,0.0028845473207333473,-12.0,-1.799999999999983,19.0,31.100000000000023,81.44546125599999,0,0,0,0,0
1013,2023-05-01,3,7.0,,1,0,0,0,1,0,0,0,1,0,564,411,65.23973338500004,59,0,105,0,0,7.700000000000003,10.0,9.099999999999994,32.30000000000001,0.001996177532384795,-11.100000000000023,-4.2000000000000455,21.299999999999983,31.0,65.23973338500004,0,0,0,0,0
1041,2023-05-12,3,5.0,,0,0,0,0,0,0,0,0,0,0,349,336,37.593136918000006,13,0,1,0,0,8.349999999999994,8.199999999999996,8.199999999999996,26.04999999999999,0.0012352233312097401,-9.400000000000006,-2.6000000000000085,19.099999999999994,26.099999999999994,37.593136918000006,0,0,0,0,0
1042,2023-05-12,3,6.0,,0,0,0,0,0,0,0,0,0,0,311,280,29.784592005,25,0,7,0,0,9.25,8.850000000000009,9.500000000000007,29.700000000000003,0.0011007291003043817,-10.299999999999997,-4.200000000000003,23.099999999999994,28.799999999999997,29.784592005,0,0,0,0,0
1043,2023-05-12,3,7.0,,0,0,0,0,0,0,0,0,0,0,260,217,27.080562512000004,32,0,17,0,0,9.949999999999989,9.5,9.599999999999994,31.400000000000006,0.0009202236851419268,-9.700000000000017,-4.100000000000023,23.400000000000006,29.599999999999994,27.080562512000004,0,0,0,0,0
1077,2023-05-31,2,5.0,,633,1,0,0,633,0,1,0,632,0,832,783,78.00832925900006,21,0,29,6,1,5.700000000000003,0.32499999999999996,5.25,13.100000000000009,0.004241868053431222,-10.700000000000003,0.0,1.4000000000000004,21.599999999999994,78.00832925900006,0,36.386940908,1,36.035584226,4
1078,2023-05-31,2,6.0,,393,1,0,0,393,0,1,0,392,0,1427,1380,84.13134381699989,14,0,34,3,0,8.0,1.0999999999999996,1.4499999999999993,4.1,0.007275415519526869,-13.899999999999999,0.0,2.6999999999999993,23.400000000000006,84.13134381699989,0,43.252707641000036,5,10.420484711,25
1079,2023-05-31,2,7.0,,311,299,0,0,311,0,215,84,12,0,363736,344932,17866.003835427753,17834,0,1550,5,246,8.549999999999997,0.125,2.3500000000000005,3.3,1.8544712960130518,-14.7,5.700000000000003,0.5,27.399999999999977,17865.840727776755,6,13680.994386427898,928,6695.694096986065,491
1080,2023-06-02,3,5.0,,205,0,0,0,205,0,0,0,205,0,153230,294,38.06029435399998,152936,0,151768,4,80,5.75,5.25,5.400000000000002,22.400000000000006,0.5423302895165286,-11.299999999999997,-2.6999999999999957,13.200000000000003,22.199999999999996,38.06029435399998,0,0,0,0,0
1081,2023-06-02,3,6.0,,0,0,0,0,0,0,0,0,0,0,291,250,34.45519482400001,26,0,17,0,0,9.199999999999989,8.599999999999994,9.299999999999997,27.399999999999977,0.001029942662985772,-7.299999999999983,-1.299999999999983,19.5,25.19999999999999,34.45519482400001,0,0,0,0,0
1082,2023-06-02,3,7.0,,0,0,0,0,0,0,0,0,0,0,230,144,19.074963909999994,28,0,64,0,0,9.799999999999983,9.75,9.75,32.30000000000001,0.0008140440291640121,-7.899999999999977,-5.699999999999989,24.69999999999999,27.600000000000023,19.074963909999994,0,0,0,0,0
1107,2023-06-13,2,5.0,,376,307,0,0,376,0,295,12,69,0,199091,184470,10777.709500024146,13308,0,1953,2,109,6.0,0.0,1.5000000000000009,2.599999999999998,1.015045375752014,-15.6,2.8000000000000043,0.14999999999999997,24.6,10777.709500024146,0,9855.887170745098,748,8082.205187318004,677
1108,2023-06-13,2,6.0,,327,292,0,0,327,0,257,35,35,0,280446,265811,13992.80371294784,13996,0,1004,1,235,6.599999999999994,0.024999999999999967,2.1999999999999993,3.0999999999999996,1.4298256347506884,-16.800000000000004,4.5,0.19999999999999996,25.699999999999996,13992.79054357084,4,11307.911697694122,1539,7644.960606207006,304
1109,2023-06-13,2,7.0,,167,0,0,0,167,0,0,0,167,0,646,615,77.63187515400011,28,0,5,0,0,7.699999999999989,8.050000000000018,8.04999999999999,28.69999999999999,0.0032935658203324157,-9.799999999999983,-3.1999999999999886,19.400000000000006,25.099999999999994,77.63187515400011,0,0,0,0,0
1137,2023-06-30,3,5.0,,559,1,0,0,559,0,1,0,558,0,665,647,40.83262324599998,8,0,11,0,0,0.9999999999999996,0.8000000000000003,0.8,3.3,0.0023536490408437743,-5.1000000000000005,-0.1999999999999993,1.8000000000000003,6.2,40.83262324599998,0,40.83262324599998,0,35.479593870999985,1
1138,2023-06-30,3,6.0,,220,173,0,0,220,0,125,48,47,0,141191,129067,7084.112826243047,11801,0,710,0,239,3.5500000000000007,0.07499999999999996,1.9999999999999998,3.1999999999999993,0.4997203935725915,-9.4,2.5999999999999996,0.2,19.45,7084.112826243047,0,6755.714315431064,373,3195.721308676032,319
1139,2023-06-30,3,7.0,,0,0,0,0,0,0,0,0,0,0,866,466,25.10178169799997,2,0,400,0,0,9.699999999999989,9.599999999999994,9.700000000000017,34.200000000000045,0.003065052735895802,-11.100000000000023,-4.5,24.30000000000001,29.5,25.10178169799997,0,0,0,0,0
1140,2023-07-03,2,5.0,,116,116,0,0,116,0,36,80,0,0,291198,270702,16541.264952240086,20253,0,288,0,325,6.299999999999997,3.325,3.9,5.5,1.4846436219027226,-19.999999999999996,5.599999999999994,1.1500000000000001,24.699999999999996,16515.261939496064,51,4733.250990226001,1076,653.2474142000003,69
1141,2023-07-03,2,6.0,,0,0,0,0,0,0,0,0,0,0,133,113,27.134128969,20,0,0,0,0,6.999999999999993,7.249999999999993,7.249999999999993,26.099999999999994,0.0006780870806566738,-10.100000000000009,-0.5999999999999943,14.900000000000006,25.700000000000003,27.134128969,0,0,0,0,0
1142,2023-07-03,2,7.0,,0,0,0,0,0,0,0,0,0,0,149,120,24.911215563000006,19,0,11,0,0,8.100000000000001,8.699999999999996,8.099999999999994,27.099999999999994,0.000759661466299582,-9.0,-1.1000000000000085,16.299999999999997,26.700000000000003,24.911215563000006,0,0,0,0,0
1143,2023-07-03,3,5.0,,0,0,0,0,0,0,0,0,0,0,588,472,58.96343274800002,31,0,87,12,0,6.199999999999989,8.800000000000011,9.5,34.69999999999999,0.0020811212571671266,-30.30000000000001,-0.700000000000017,17.599999999999994,49.900000000000034,58.96343274800002,0,0,0,0,0
1144,2023-07-03,3,6.0,,0,0,0,0,0,0,0,0,0,0,588,472,58.96343274800002,31,0,87,12,0,6.199999999999989,8.800000000000011,9.5,34.69999999999999,0.0020811212571671266,-30.30000000000001,-0.700000000000017,17.599999999999994,49.900000000000034,58.96343274800002,0,0,0,0,0
1145,2023-07-03,3,7.0,,0,0,0,0,0,0,0,0,0,0,676,384,48.557777096999935,25,0,269,27,0,8.149999999999991,10.0,9.149999999999984,33.29999999999998,0.0023925815813690098,-32.099999999999966,-2.0,17.5,51.900000000000034,48.557777096999935,0,0,0,0,0
1170,2023-07-17,2,5.0,,602,1,0,0,602,0,1,0,601,0,996,966,80.52334593799993,22,0,9,7,0,5.600000000000001,0.44999999999999996,0.575,5.149999999999999,0.005078005506271031,-11.200000000000003,-0.6000000000000005,1.5999999999999996,22.89999999999999,80.52334593799993,0,39.23266762800007,0,33.56893697400002,14
1171,2023-07-17,2,6.0,,510,1,0,0,510,0,1,0,509,0,1185,1149,81.62904451900002,28,0,11,1,0,6.699999999999996,1.2999999999999998,1.3499999999999996,5.199999999999999,0.006041602936677883,-10.799999999999997,-0.20000000000000018,2.4000000000000004,23.80000000000001,81.62904451900002,0,41.398290162999935,0,12.935287812999993,26
1172,2023-07-17,2,7.0,,568,1,0,0,568,0,1,0,567,0,986,959,81.62287283900002,22,0,12,6,0,5.200000000000003,0.5250000000000004,0.7,5.5,0.005027021515244213,-11.0,-0.5999999999999996,1.7999999999999998,22.5,81.62287283900002,0,39.26471596400003,0,28.64568280700001,22
1173,2023-07-17,3,5.0,,664,33,0,0,664,0,24,9,631,0,346202,314516,17972.701681874776,9839,0,23779,23,129,5.0,10.0,5.849999999999998,7.300000000000004,1.2253203086288667,-17.200000000000003,5.700000000000003,2.099999999999998,30.0,17959.919477810814,54,1919.247737597015,378,411.97628519000136,502
1174,2023-07-17,3,6.0,,550,5,0,0,550,0,1,4,545,0,293089,248708,16619.741464387982,10116,0,35876,8,48,5.1499999999999915,10.0,8.200000000000003,14.5,1.0373363063637007,-39.099999999999994,5.399999999999999,2.900000000000002,50.0,16590.227743298023,50,177.20965963600005,539,0.33933855700000004,2
1175,2023-07-17,3,7.0,,84,0,0,0,84,0,0,0,84,0,1382,1324,114.96659428500014,54,0,11,3,0,1.7000000000000028,7.699999999999996,5.674999999999997,18.200000000000003,0.004891342818715934,-15.5,-0.7000000000000028,7.600000000000001,27.299999999999997,114.96659428500014,0,2.7893030960000003,34,0,0
1200,2023-07-31,2,5.0,,0,0,0,0,0,0,0,0,0,0,773,645,74.84983132599997,21,0,110,0,0,6.549999999999997,9.450000000000003,8.450000000000003,29.69999999999999,0.003941062506372999,-10.599999999999994,-1.0999999999999943,14.099999999999994,29.400000000000006,74.84983132599997,0,0,0,0,0
1201,2023-07-31,2,6.0,,0,0,0,0,0,0,0,0,0,0,709,603,80.45347873299991,19,0,92,0,0,7.849999999999994,9.699999999999989,8.950000000000003,31.30000000000001,0.0036147649638013663,-30.100000000000023,-1.799999999999983,17.69999999999999,49.89999999999998,80.45347873299991,0,0,0,0,0
1202,2023-07-31,2,7.0,,0,0,0,0,0,0,0,0,0,0,800,539,61.659988264999946,26,0,240,6,0,9.300000000000011,9.55000000000004,9.549999999999983,33.59999999999991,0.004078719282145407,-10.700000000000017,-4.099999999999966,22.50000000000003,29.599999999999966,61.659988264999946,0,0,0,0,0
1203,2023-07-31,3,5.0,,0,0,0,0,0,0,0,0,0,0,1226,890,95.55601236400007,32,0,317,0,0,5.699999999999996,10.0,7.200000000000003,26.5,0.004339208607630778,-31.900000000000034,-2.5,15.300000000000011,51.0,95.55601236400007,0,0,0,0,0
1204,2023-07-31,3,6.0,,0,0,0,0,0,0,0,0,0,0,878,674,91.66524746200001,41,0,175,0,0,8.299999999999997,9.800000000000011,9.099999999999994,34.900000000000034,0.003107524598286968,-33.39999999999998,-6.100000000000023,23.099999999999966,53.200000000000045,91.66524746200001,0,0,0,0,0
1205,2023-07-31,3,7.0,,0,0,0,0,0,0,0,0,0,0,851,613,80.93025393899998,59,0,202,0,0,9.150000000000006,9.999999999999943,9.150000000000006,34.80000000000001,0.003011962907906845,-33.89999999999998,-6.0,23.0,52.5,80.93025393899998,0,0,0,0,0
1206,2023-08-01,2,5.0,,0,0,0,0,0,0,0,0,0,0,804,615,65.68996393799992,23,0,174,0,1,7.25,9.950000000000017,7.950000000000003,31.0,0.0040991128785561335,-12.5,0.5999999999999943,18.700000000000017,30.69999999999999,65.68996393799992,0,0,0,0,0
1207,2023-08-01,2,6.0,,0,0,0,0,0,0,0,0,0,0,826,555,58.167853349999994,29,0,255,0,0,7.550000000000011,10.0,8.34999999999998,30.5,0.004211277658815132,-32.799999999999955,-3.6999999999999886,19.30000000000001,52.30000000000001,58.167853349999994,0,0,0,0,0
1208,2023-08-01,2,7.0,,0,0,0,0,0,0,0,0,0,0,732,573,64.80722288500003,28,0,141,2,0,7.299999999999997,7.150000000000006,9.0,29.49999999999997,0.0037320281431630466,-33.19999999999999,-3.1000000000000227,20.5,52.69999999999999,64.80722288500003,0,0,0,0,0
1209,2023-08-01,3,5.0,,1,0,0,0,1,0,0,0,1,0,984,754,102.23936406199988,74,0,164,12,1,3.6999999999999886,9.799999999999983,9.25,34.49999999999997,0.0034826927160755998,-30.400000000000034,-5.600000000000023,9.5,49.60000000000002,102.23936406199988,0,6.5636e-05,1,0,0
1210,2023-08-01,3,6.0,,0,0,0,0,0,0,0,0,0,0,665,390,62.39603728200001,130,0,188,14,0,8.849999999999994,9.250000000000028,8.75,53.099999999999994,0.0023536490408437743,-37.19999999999999,-6.5,23.599999999999966,51.30000000000001,62.39603728200001,0,0,0,0,0
1211,2023-08-01,3,7.0,,0,0,0,0,0,0,0,0,0,0,761,438,64.49979954400006,92,0,279,12,0,9.799999999999955,9.399999999999977,8.924999999999983,102.09999999999991,0.002693423939973101,-131.60000000000002,-18.600000000000023,37.30000000000007,151.60000000000002,64.49979954400006,0,0.206208726,2,0,0
1242,2023-08-15,2,5.0,,0,0,0,0,0,0,0,0,0,0,954,739,70.75061321400004,55,0,165,0,0,6.900000000000006,9.600000000000009,7.650000000000006,22.599999999999994,0.0048638727439583975,-19.5,-0.700000000000017,15.0,38.80000000000001,70.75061321400004,0,0,0,0,0
1243,2023-08-15,2,6.0,,1,0,0,0,1,0,0,0,1,0,261,178,39.04672312599999,41,0,57,0,0,9.199999999999989,9.25,10.0,63.20000000000016,0.0013306821657999388,-190.4000000000001,-16.699999999999932,36.69999999999993,210.0,39.04672312599999,0,0,0,0,0
1244,2023-08-15,2,7.0,,0,0,0,0,0,0,0,0,0,0,631,458,49.670125627,53,0,131,0,0,8.999999999999972,9.750000000000028,9.300000000000011,34.60000000000002,0.003217089833792189,-30.0,-6.300000000000011,24.799999999999955,50.0,49.670125627,0,0,0,0,0
1278,2023-08-30,2,5.0,,743,1,0,0,743,0,1,0,742,0,2628,2596,88.00024014000005,23,0,11,0,2,4.25,0.40000000000000036,0.8000000000000007,2.3000000000000007,0.01339859284184766,-10.0,1.2999999999999972,1.2000000000000002,18.5,88.00024014000005,0,45.76011180000002,9,44.184224167,1
1279,2023-08-30,2,6.0,,45,1,0,0,45,0,1,0,44,0,3421,3402,88.88694530099995,8,0,13,0,0,5.0,1.7000000000000002,1.8499999999999996,3.200000000000001,0.017441623330274294,-18.099999999999998,1.1000000000000085,2.8999999999999986,21.9,88.88694530099995,0,44.98479734400003,6,0.22106923600000003,9
1280,2023-08-30,2,7.0,,0,0,0,0,0,0,0,0,0,0,70888,1218,88.13253984299999,69669,0,68666,14,1,6.75,2.3499999999999943,6.200000000000003,18.09999999999998,0.36141531559090445,-14.099999999999994,0.5999999999999943,8.599999999999994,25.900000000000006,88.13253984299999,0,0.190668643,3,0,0
1281,2023-09-05,2,5.0,,0,0,0,0,0,0,0,0,0,0,814,632,65.00408778100007,26,0,163,0,0,5.699999999999996,9.949999999999989,6.950000000000003,24.05000000000001,0.004150096869582951,-11.100000000000009,-0.5,13.5,28.400000000000034,65.00408778100007,0,0,0,0,0
1282,2023-09-05,2,6.0,,0,0,0,0,0,0,0,0,0,0,738,530,60.16849332899997,47,0,177,1,0,7.650000000000006,10.0,7.799999999999997,22.400000000000006,0.0037626185377791373,-33.400000000000034,-0.5999999999999943,16.0,52.60000000000002,60.16849332899997,0,1.0899448939999998,5,0,0
1283,2023-09-05,2,7.0,,0,0,0,0,0,0,0,0,0,0,850,636,62.84002843799995,24,0,197,0,0,6.050000000000004,10.0,6.399999999999999,17.449999999999996,0.004333639237279494,-11.100000000000023,0.0,12.399999999999991,29.69999999999999,62.84002843799995,0,0,0,0,0
1284,2023-09-05,3,5.0,,0,0,0,0,0,0,0,0,0,0,1654,1391,113.69416846300005,31,0,237,0,0,4.549999999999997,9.799999999999997,7.5,32.99999999999997,0.0058540383662490265,-35.80000000000001,0.7999999999999972,9.199999999999989,47.69999999999999,113.69416846300005,0,0.49691782500000004,1,0,0
1285,2023-09-05,3,6.0,,0,0,0,0,0,0,0,0,0,0,1653,1310,104.42495951099995,31,0,322,0,0,6.549999999999997,10.0,9.299999999999997,35.0,0.0058504990443830965,-30.899999999999977,-0.10000000000002274,11.699999999999989,50.0,104.42495951099995,0,0,0,0,0
1286,2023-09-05,3,7.0,,1,0,0,0,1,0,0,0,1,0,591,402,63.03132687,59,0,156,13,0,10.0,10.0,10.0,88.0,0.002091739222764918,-190.0,-19.600000000000136,38.19999999999993,210.0,63.03132687,0,0.082461702,1,0,0
1305,2023-09-18,2,5.0,,1,0,0,0,1,0,0,0,1,0,423444,405282,20713.20951829585,6776,0,11945,5,70,5.6499999999999915,10.0,5.549999999999997,5.799999999999997,2.158886509635974,-30.0,5.700000000000003,5.5,50.0,15081.678039021985,4031,13.157522349999999,475,0,0
1306,2023-09-18,2,6.0,,0,0,0,0,0,0,0,0,0,0,282019,259348,18767.686123436262,9131,0,14101,948,6,4.050000000000011,10.0,7.150000000000006,10.100000000000009,1.4378454165392067,-31.600000000000023,4.0,7.0,50.0,17780.182865429102,1507,1.55299599,50,0,0
1307,2023-09-18,2,7.0,,0,0,0,0,0,0,0,0,0,0,1063,1041,86.21938765,18,0,6,0,0,8.400000000000006,6.79999999999999,7.400000000000006,19.900000000000006,0.005419598246150709,-8.900000000000006,-0.4000000000000057,14.5,23.900000000000006,86.21938765,0,0,0,0,0
1308,2023-09-18,3,5.0,,1,0,0,0,1,0,0,0,1,0,1932,1654,115.55807131499999,29,0,252,0,1,5.45000000000001,9.950000000000017,5.399999999999999,14.200000000000003,0.0068379698449777026,-11.599999999999994,0.09999999999999432,9.0,29.100000000000023,115.55807131499999,0,0.021303602,2,0,0
1309,2023-09-18,3,6.0,,0,0,0,0,0,0,0,0,0,0,1451,1196,105.41899568899998,38,0,228,0,0,6.8999999999999915,10.0,6.54999999999999,30.799999999999997,0.005135556027465137,-34.10000000000002,-1.0999999999999943,12.400000000000006,52.10000000000002,105.41899568899998,0,0.007173956,2,0,0
